Past making the tester
decider d is not null
LONG,1167690840,1167697500,1.3208,1.3198,1.32274,1.32174,3000,2.82,5476.63
LONG,1167692280,1167697560,1.321,1.32,1.3231,1.3221,2921,3.2131,5557.02
LONG,1167694020,1167698280,1.32175,1.32075,1.32368,1.32268,2844,2.64492,5634.84
LONG,1167695100,1167698400,1.32197,1.32097,1.32391,1.32291,2770,2.6038,5710.68
LONG,1167702960,1167717900,1.32295,1.32275,1.32409,1.32389,2566,2.41204,3799.08
LONG,1167701640,1167718140,1.32306,1.32286,1.32423,1.32403,2636,2.55692,3871.39
LONG,1167701280,1167722580,1.32315,1.32295,1.32429,1.32409,2707,2.54458,3744.65
LONG,1167700680,1167722640,1.32332,1.32312,1.32459,1.32439,2780,2.9746,3821.2
LONG,1167716100,1167722640,1.32344,1.32324,1.32459,1.32439,1914,1.8183,3873.68
LONG,1167708480,1167722880,1.32367,1.32347,1.32483,1.32463,2307,2.21472,3936.97
LONG,1167709320,1167722880,1.3236,1.3234,1.32483,1.32463,2246,2.31338,3998.74
LONG,1167698760,1167723000,1.32375,1.32275,1.32489,1.32469,2855,2.6837,4077.01
LONG,1167707220,1167723000,1.32375,1.32355,1.32489,1.32469,2369,2.22686,4141.96
LONG,1167710520,1167723000,1.32374,1.32354,1.32489,1.32469,2187,2.07765,4201.94
LONG,1167711000,1167723000,1.32375,1.32355,1.32489,1.32469,2130,2.0022,4260.33
LONG,1167711900,1167723000,1.32375,1.32355,1.32489,1.32469,2074,1.94956,4317.19
LONG,1167714960,1167723000,1.32375,1.32355,1.32489,1.32469,1966,1.84804,4371.09
LONG,1167705240,1167723180,1.3238,1.3236,1.32512,1.32492,2499,2.79888,4440.05
LONG,1167706920,1167723180,1.3239,1.3237,1.32512,1.32492,2433,2.48166,4506.95
LONG,1167714180,1167723180,1.32384,1.32364,1.32512,1.32492,2019,2.18052,4562.59
LONG,1167720240,1167723180,1.32396,1.32376,1.32512,1.32492,1884,1.80864,4614.28
LONG,1167718440,1167723240,1.32415,1.32395,1.32571,1.32551,1935,2.6316,4668.16
SHORT,1167691260,1167723780,1.3208,1.3198,1.32648,1.32628,2960,-19.7728,4726.52
SHORT,1167692880,1167724080,1.32119,1.32019,1.3268,1.32665,2882,-19.05,4783.57
SHORT,1167694620,1167726480,1.322,1.321,1.32755,1.3274,2807,-18.3859,4713.33
SHORT,1167696540,1167726540,1.32204,1.32104,1.32784,1.32769,2733,-18.5844,4766.96
LONG,1167724320,1167726540,1.32659,1.32644,1.32784,1.32769,2391,2.6301,4833.02
LONG,1167729540,1167732000,1.32692,1.32677,1.3282,1.32805,2290,2.5877,4464.92
LONG,1167728700,1167732060,1.32731,1.32716,1.32869,1.32854,2352,2.89296,4470.97
LONG,1167727200,1167732300,1.32772,1.32757,1.32889,1.32874,2416,2.46432,4537.59
LONG,1167730920,1167732300,1.32778,1.32763,1.32889,1.32874,2230,2.1408,4598.95
SHORT,1167733920,1167735900,1.3285,1.32835,1.32739,1.32724,2268,2.17728,4480.57
SHORT,1167732000,1167737160,1.3282,1.32805,1.32706,1.32691,2232,2.20968,4482.6
LONG,1167737340,1167744720,1.32685,1.3267,1.32804,1.32789,2241,2.33064,4199.15
LONG,1167739140,1167744780,1.32713,1.32698,1.32822,1.32807,2182,2.05108,4259.12
LONG,1167741720,1167745200,1.32754,1.32739,1.32896,1.32881,2124,2.69748,4318.21
SHORT,1167702180,1167745380,1.32295,1.32275,1.32927,1.32912,2601,-16.9585,4370.06
SHORT,1167701220,1167745440,1.32315,1.32295,1.32972,1.32957,2743,-18.5701,4424.07
SHORT,1167703320,1167745440,1.32312,1.32292,1.32972,1.32957,2532,-17.2176,4473.85
LONG,1167732720,1167745440,1.32852,1.32837,1.32972,1.32957,2299,2.41395,4537.34
SHORT,1167747540,1167750120,1.32869,1.32854,1.32755,1.3274,2238,2.21562,4305.59
SHORT,1167749040,1167750420,1.3286,1.32845,1.32748,1.32733,2179,2.11363,4365.6
LONG,1167751980,1167753720,1.32736,1.32721,1.32857,1.32842,2153,2.28218,4142.96
LONG,1167752580,1167753720,1.32733,1.32718,1.32857,1.32842,2097,2.28573,4200.91
SHORT,1167759660,1167765300,1.3288,1.32865,1.32772,1.32757,1912,1.77816,3490.16
SHORT,1167760680,1167765360,1.32878,1.32863,1.3277,1.32755,1862,1.73166,3541.37
SHORT,1167754440,1167766440,1.3286,1.32845,1.32749,1.32734,2072,1.98912,3551.41
SHORT,1167756360,1167766440,1.32858,1.32843,1.32749,1.32734,2017,1.89598,3606.9
SHORT,1167757860,1167775140,1.32851,1.32836,1.32741,1.32726,1964,1.8658,3167.98
LONG,1167770820,1167789720,1.32749,1.32734,1.32857,1.32842,1664,1.54752,2744.45
LONG,1167766560,1167790320,1.32753,1.32738,1.32862,1.32847,1803,1.69482,2757.56
LONG,1167768180,1167790440,1.32755,1.3274,1.32869,1.32854,1755,1.73745,2805.9
LONG,1167777480,1167790440,1.3276,1.32745,1.32869,1.32854,1562,1.46828,2848.84
LONG,1167783180,1167790440,1.32758,1.32743,1.32869,1.32854,1442,1.38432,2888.51
LONG,1167780480,1167790740,1.32763,1.32748,1.32872,1.32857,1481,1.39214,2929.23
LONG,1167768540,1167792120,1.32764,1.32749,1.32873,1.32858,1709,1.60646,2937.31
LONG,1167765180,1167795720,1.32776,1.32761,1.32888,1.32873,1741,1.68877,2869.75
LONG,1167772260,1167795720,1.32774,1.32759,1.32888,1.32873,1620,1.6038,2914.38
LONG,1167774000,1167795900,1.32787,1.32772,1.32897,1.32882,1577,1.49815,2957.76
LONG,1167779400,1167795900,1.32784,1.32769,1.32897,1.32882,1521,1.49058,2999.64
LONG,1167764400,1167796500,1.32793,1.32778,1.32902,1.32887,1789,1.68166,3048.83
LONG,1167799140,1167799920,1.32789,1.32774,1.32898,1.32883,1484,1.39496,2930.89
SHORT,1167794280,1167802260,1.32868,1.32853,1.32758,1.32743,1468,1.3946,2894
SHORT,1167794760,1167802260,1.32871,1.32856,1.32758,1.32743,1429,1.40042,2933.37
